  -3.14159274      -4.71070176E-04
  -3.13159275      -1.04538472E-02
  -3.12159276      -2.04355568E-02
  -3.11159277      -3.04163247E-02
  -3.10159278      -4.03944477E-02
  -3.09159279      -5.03691956E-02
  -3.08159280      -6.03393503E-02
  -3.07159281      -7.03041852E-02
  -3.06159282      -8.02622736E-02
  -3.05159283      -9.02128890E-02
  -3.04159284     -0.100154959    
  -3.03159285     -0.110087514    
  -3.02159286     -0.120009683    
  -3.01159286     -0.129920006    
  -3.00159264     -0.139818206    
  -2.99159265     -0.149702653    
  -2.98159266     -0.159572229    
  -2.97159266     -0.169426322    
  -2.96159267     -0.179264009    
  -2.95159268     -0.189084232    
  -2.94159269     -0.198885575    
  -2.93159270     -0.208667383    
  -2.92159271     -0.218429014    
  -2.91159272     -0.228168964    
  -2.90159273     -0.237886399    
  -2.89159274     -0.247580007    
  -2.88159275     -0.257249594    
  -2.87159276     -0.266893506    
  -2.86159277     -0.276511282    
  -2.85159278     -0.286101490    
  -2.84159279     -0.295663148    
  -2.83159280     -0.305195481    
  -2.82159281     -0.314697802    
  -2.81159282     -0.324168801    
  -2.80159283     -0.333607644    
  -2.79159284     -0.343013257    
  -2.78159285     -0.352384597    
  -2.77159262     -0.361721426    
  -2.76159286     -0.371021569    
  -2.75159264     -0.380285650    
  -2.74159288     -0.389511228    
  -2.73159266     -0.398698330    
  -2.72159266     -0.407845736    
  -2.71159267     -0.416952312    
  -2.70159268     -0.426017404    
  -2.69159269     -0.435040087    
  -2.68159270     -0.444019258    
  -2.67159271     -0.452954262    
  -2.66159272     -0.461844116    
  -2.65159273     -0.470688015    
  -2.64159274     -0.479484797    
  -2.63159275     -0.488233805    
  -2.62159276     -0.496934295    
  -2.61159277     -0.505585015    
  -2.60159278     -0.514185250    
  -2.59159279     -0.522734225    
  -2.58159280     -0.531230867    
  -2.57159281     -0.539674580    
  -2.56159282     -0.548064649    
  -2.55159283     -0.556399703    
  -2.54159284     -0.564679384    
  -2.53159285     -0.572902620    
  -2.52159262     -0.581068695    
  -2.51159286     -0.589176655    
  -2.50159264     -0.597226202    
  -2.49159288     -0.605215371    
  -2.48159266     -0.613144577    
  -2.47159290     -0.621012092    
  -2.46159267     -0.628818095    
  -2.45159268     -0.636560977    
  -2.44159269     -0.644240379    
  -2.43159270     -0.651855290    
  -2.42159271     -0.659405112    
  -2.41159272     -0.666889131    
  -2.40159273     -0.674306393    
  -2.39159274     -0.681656182    
  -2.38159275     -0.688938022    
  -2.37159276     -0.696151018    
  -2.36159277     -0.703294516    
  -2.35159278     -0.710367560    
  -2.34159279     -0.717369437    
  -2.33159280     -0.724299967    
  -2.32159281     -0.731157959    
  -2.31159282     -0.737942874    
  -2.30159283     -0.744654000    
  -2.29159284     -0.751290679    
  -2.28159285     -0.757852077    
  -2.27159262     -0.764338315    
  -2.26159286     -0.770747602    
  -2.25159264     -0.777080119    
  -2.24159288     -0.783334732    
  -2.23159266     -0.789511144    
  -2.22159290     -0.795608401    
  -2.21159267     -0.801626682    
  -2.20159268     -0.807564437    
  -2.19159269     -0.813421428    
  -2.18159270     -0.819197237    
  -2.17159271     -0.824890912    
  -2.16159272     -0.830502450    
  -2.15159273     -0.836030543    
  -2.14159274     -0.841475427    
  -2.13159275     -0.846836150    
  -2.12159276     -0.852112055    
  -2.11159277     -0.857302785    
  -2.10159278     -0.862407804    
  -2.09159279     -0.867426574    
  -2.08159280     -0.872358441    
  -2.07159281     -0.877203345    
  -2.06159282     -0.881960571    
  -2.05159283     -0.886629343    
  -2.04159260     -0.891209900    
  -2.03159285     -0.895700932    
  -2.02159262     -0.900102615    
  -2.01159286     -0.904414177    
  -2.00159264     -0.908635378    
  -1.99159276     -0.912765741    
  -1.98159277     -0.916804671    
  -1.97159278     -0.920752108    
  -1.96159279     -0.924607396    
  -1.95159280     -0.928370357    
  -1.94159281     -0.932040274    
  -1.93159282     -0.935617149    
  -1.92159271     -0.939100504    
  -1.91159272     -0.942489862    
  -1.90159273     -0.945785165    
  -1.89159274     -0.948985517    
  -1.88159275     -0.952091217    
  -1.87159276     -0.955101669    
  -1.86159277     -0.958016574    
  -1.85159278     -0.960835755    
  -1.84159279     -0.963558972    
  -1.83159280     -0.966185451    
  -1.82159281     -0.968715608    
  -1.81159282     -0.971148849    
  -1.80159283     -0.973485112    
  -1.79159272     -0.975723803    
  -1.78159273     -0.977865100    
  -1.77159274     -0.979908645    
  -1.76159275     -0.981853962    
  -1.75159276     -0.983701229    
  -1.74159276     -0.985449970    
  -1.73159277     -0.987100363    
  -1.72159278     -0.988652050    
  -1.71159279     -0.990104735    
  -1.70159280     -0.991458416    
  -1.69159281     -0.992713213    
  -1.68159282     -0.993868589    
  -1.67159283     -0.994924545    
  -1.66159272     -0.995880902    
  -1.65159273     -0.996738017    
  -1.64159274     -0.997495055    
  -1.63159275     -0.998152614    
  -1.62159276     -0.998710215    
  -1.61159277     -0.999168098    
  -1.60159278     -0.999526024    
  -1.59159279     -0.999783874    
  -1.58159280     -0.999941826    
  -1.57159281     -0.999999702    
  -1.56159282     -0.999957800    
  -1.55159283     -0.999815702    
  -1.54159284     -0.999573648    
  -1.53159273     -0.999231696    
  -1.52159274     -0.998789728    
  -1.51159275     -0.998247981    
  -1.50159276     -0.997606635    
  -1.49159276     -0.996865094    
  -1.48159277     -0.996024132    
  -1.47159278     -0.995083332    
  -1.46159279     -0.994043231    
  -1.45159280     -0.992903650    
  -1.44159281     -0.991664767    
  -1.43159282     -0.990326822    
  -1.42159283     -0.988889694    
  -1.41159272     -0.987353802    
  -1.40159273     -0.985719085    
  -1.39159274     -0.983986139    
  -1.38159275     -0.982154369    
  -1.37159276     -0.980224371    
  -1.36159277     -0.978196621    
  -1.35159278     -0.976071060    
  -1.34159279     -0.973847747    
  -1.33159280     -0.971526980    
  -1.32159281     -0.969109118    
  -1.31159282     -0.966594577    
  -1.30159283     -0.963983059    
  -1.29159284     -0.961275339    
  -1.28159273     -0.958471358    
  -1.27159274     -0.955571413    
  -1.26159275     -0.952576101    
  -1.25159276     -0.949485600    
  -1.24159276     -0.946300209    
  -1.23159277     -0.943019986    
  -1.22159278     -0.939645529    
  -1.21159279     -0.936176956    
